district,division,season,year,rainfall_mm_seasonal,temp_max_avg_C,temp_min_avg_C,humidity_avg_pct,dry_spell_days,rainfall_deviation_pct,onset_monsoon_deviation_days,fog_days,soil_type,soil_pH,organic_carbon_pct,nitrogen_kg_ha,phosphorus_kg_ha,potassium_kg_ha,soil_moisture_pct,ec_dS_m,crop_name,sowing_date_deviation,irrigation_type,seed_variety,fertilizer_kg_ha,pesticide_applications,previous_crop,ndvi_sowing,ndvi_peak,ndvi_delta,ndvi_stress_weeks,humidity_streak_days,temp_disease_window,prev_season_disease,pest_alert_issued,yield_kg_per_hectare,disease_risk_score,disease_risk_label,scenario
Bhandara,Nagpur,Kharif,2010,777.4,37.9,16.0,52.0,8,-1.3,-2,0,Deep Black Cotton,7.9,0.76,231.0,25.0,310.0,20.7,0.8,Rice,-5,furrow,Desi,299.2,3,Onion,0.43,0.54,0.11,1,3,6,0,1,1920.3,0.379,Medium,normal
Mumbai City,Konkan,Kharif,2011,2249.0,31.3,21.7,89.7,3,7.1,-2,0,Laterite,5.4,0.51,159.3,9.3,144.1,15.8,0.29,Rice,8,sprinkler,Hybrid,266.6,4,Cotton,0.36,0.74,0.38,0,8,6,0,0,2326.1,0.178,Low,normal
Mumbai Suburban,Konkan,Kharif,2011,2393.6,29.4,22.0,93.5,7,14.0,-3,0,Laterite,5.8,0.42,177.1,13.6,212.7,30.1,0.27,Rice,-9,rainfed,HYV,105.3,6,Cotton,0.47,0.82,0.35,0,1,2,0,0,2490.7,0.099,Low,normal
Thane,Konkan,Kharif,2011,2297.3,31.1,19.2,92.3,5,9.4,-1,0,Laterite,5.1,0.41,131.5,12.6,115.9,32.5,0.26,Rice,-3,canal,Hybrid,82.4,3,Tur Dal,0.34,0.53,0.19,0,9,6,1,0,2234.6,0.493,Medium,normal
Palghar,Konkan,Kharif,2011,1867.4,32.5,21.2,95.0,6,-11.1,0,0,Alluvial,6.7,0.77,230.3,30.7,271.8,36.5,0.53,Rice,-2,furrow,HYV,254.7,1,Grapes,0.3,0.53,0.23,0,8,6,0,0,2352.2,0.179,Low,normal
Raigad,Konkan,Kharif,2011,1934.8,32.7,18.5,95.0,5,-7.9,5,0,Alluvial,7.1,0.6,311.4,36.6,244.8,24.8,0.4,Rice,5,sprinkler,BT,168.7,4,Soybean,0.36,0.76,0.4,0,9,1,0,0,2852.0,0.08,Low,normal
Ratnagiri,Konkan,Kharif,2011,2442.1,29.6,18.9,93.0,7,16.3,-11,0,Laterite,5.9,0.5,205.2,11.9,201.6,23.6,0.32,Rice,-3,rainfed,HYV,224.8,0,Jowar,0.46,0.65,0.19,2,22,3,1,1,1448.8,1.0,Critical,pest_outbreak
Sindhudurg,Konkan,Kharif,2011,1953.2,29.2,19.1,80.2,12,-7.0,8,0,Laterite,5.6,0.45,149.8,5.9,233.1,23.4,0.25,Rice,5,rainfed,HYV,115.2,3,Soybean,0.42,0.62,0.2,1,3,6,0,0,1866.0,0.207,Low,normal
Nashik,Nashik,Rabi,2011,95.8,30.1,11.1,62.1,2,-8.8,0,5,Red,6.4,0.32,197.9,14.5,191.3,20.6,0.21,Onion,1,rainfed,BT,192.9,1,Sugarcane,0.46,0.78,0.32,0,6,3,0,1,12793.2,0.327,Medium,normal
Nashik,Nashik,Year-Round,2011,61.9,40.0,19.2,39.7,8,-11.6,0,0,Red,6.6,0.3,152.6,9.5,175.7,22.4,0.33,Grapes,-1,furrow,Desi,122.6,4,Tur Dal,0.28,0.73,0.45,2,2,4,0,0,20346.9,0.287,Medium,normal
Ahmednagar,Nashik,Rabi,2011,91.1,30.4,14.0,45.3,9,-13.2,0,2,Medium Black,7.5,0.31,231.8,12.7,428.0,34.8,0.38,Onion,-14,sprinkler,Desi,254.1,2,Rice,0.49,0.74,0.25,1,7,4,0,0,16957.6,0.18,Low,normal
Ahmednagar,Nashik,Year-Round,2011,62.3,39.8,19.9,45.0,4,-10.9,0,0,Red,6.6,0.23,199.8,10.2,239.1,16.2,0.15,Grapes,-2,drip,Desi,98.0,1,Onion,0.44,0.74,0.3,1,8,4,1,0,23725.3,0.516,High,normal
Dhule,Nashik,Rabi,2011,89.4,32.2,14.5,31.0,12,-14.9,0,2,Medium Black,6.5,0.59,182.4,24.0,361.3,21.9,0.28,Onion,-10,drip,HYV,181.3,4,Grapes,0.28,0.5,0.22,1,8,4,0,1,14210.3,0.435,Medium,normal
Dhule,Nashik,Year-Round,2011,73.0,38.6,20.0,23.8,8,4.3,0,0,Medium Black,6.9,0.49,181.8,20.8,421.9,26.8,0.62,Grapes,-4,furrow,Hybrid,108.2,7,Sugarcane,0.42,0.77,0.35,0,9,4,0,0,20644.8,0.107,Low,normal
Nandurbar,Nashik,Rabi,2011,95.7,32.1,13.6,58.3,4,-8.9,0,4,Medium Black,7.3,0.66,231.0,22.5,396.0,22.3,0.58,Onion,0,furrow,HYV,234.1,8,Onion,0.42,0.64,0.22,1,7,4,0,0,14220.5,0.258,Medium,normal
Nandurbar,Nashik,Year-Round,2011,65.5,39.0,19.6,46.3,8,-6.4,0,0,Red,6.2,0.32,156.4,13.0,259.6,12.0,0.18,Grapes,1,sprinkler,HYV,212.4,3,Sugarcane,0.42,0.51,0.09,2,12,2,1,1,13533.8,0.949,Critical,pest_outbreak
Jalgaon,Nashik,Rabi,2011,112.5,31.4,11.6,31.9,9,7.1,0,4,Medium Black,7.7,0.35,237.5,29.5,285.4,29.4,0.22,Onion,2,canal,HYV,82.3,4,Grapes,0.27,0.79,0.52,0,0,5,0,0,13777.9,0.043,Low,normal
Jalgaon,Nashik,Year-Round,2011,81.3,38.5,19.9,37.7,10,16.1,0,0,Medium Black,6.8,0.65,166.5,19.5,252.9,24.6,0.21,Grapes,2,rainfed,HYV,195.1,2,Sugarcane,0.25,0.55,0.3,1,6,6,0,0,15361.5,0.234,Low,normal
Pune,Pune,Kharif,2011,511.9,31.1,15.2,73.4,9,-19.7,4,0,Medium Black,6.9,0.33,167.0,14.3,274.7,25.4,0.35,Soybean,-8,furrow,BT,232.0,1,Grapes,0.35,0.69,0.34,0,1,10,0,0,1630.3,0.067,Low,normal
Pune,Pune,Year-Round,2011,100.5,38.4,20.9,34.2,5,18.3,0,0,Deep Black Cotton,7.2,0.53,258.2,23.7,425.5,32.9,1.06,Sugarcane,-2,furrow,Desi,272.3,3,Tur Dal,0.4,0.51,0.11,0,3,4,0,0,61749.9,0.065,Low,normal
Pune,Pune,Kharif,2011,667.7,33.3,13.2,78.5,6,4.7,10,0,Deep Black Cotton,7.3,0.54,246.9,24.7,383.7,27.2,0.83,Jowar,-5,furrow,BT,149.3,1,Tur Dal,0.26,0.62,0.36,1,5,4,0,0,1016.7,0.269,Medium,normal
Satara,Pune,Kharif,2011,634.5,31.5,14.0,68.9,3,-0.5,-9,0,Medium Black,6.6,0.43,160.5,14.3,364.8,16.2,0.22,Soybean,0,rainfed,Hybrid,169.6,3,Onion,0.28,0.71,0.43,0,8,13,0,0,1494.7,0.223,Low,normal
Satara,Pune,Year-Round,2011,94.9,37.5,19.7,46.7,8,11.6,0,0,Deep Black Cotton,8.2,0.41,244.9,28.4,459.7,38.7,0.32,Sugarcane,-2,sprinkler,Hybrid,235.5,4,Sugarcane,0.43,0.6,0.17,1,6,1,0,0,60276.9,0.215,Low,normal
Satara,Pune,Kharif,2011,571.0,34.0,16.0,64.1,11,-10.4,5,0,Medium Black,7.8,0.47,213.2,25.1,323.4,17.9,0.32,Jowar,5,furrow,Hybrid,139.2,4,Tur Dal,0.44,0.55,0.11,1,0,7,1,0,1239.0,0.34,Medium,normal
Sangli,Pune,Kharif,2011,663.0,32.9,15.2,91.7,7,4.0,-5,0,Deep Black Cotton,7.2,0.52,260.2,32.2,327.5,39.0,0.6,Soybean,3,canal,Desi,287.6,6,Grapes,0.31,0.81,0.5,0,5,15,1,0,1527.1,0.454,Medium,normal
Sangli,Pune,Year-Round,2011,74.4,38.9,20.0,47.2,11,-12.4,0,0,Medium Black,6.9,0.43,157.1,18.3,422.5,19.7,0.62,Sugarcane,-1,canal,HYV,145.6,2,Grapes,0.48,0.58,0.1,0,5,3,0,0,48489.5,0.084,Low,normal
Sangli,Pune,Kharif,2011,630.9,32.8,16.5,73.9,8,-1.0,0,0,Medium Black,7.2,0.43,209.6,29.9,337.1,33.4,0.41,Jowar,-7,drip,Hybrid,192.9,6,Soybean,0.28,0.68,0.4,0,3,5,0,0,1056.6,0.08,Low,normal
Solapur,Pune,Kharif,2011,597.0,32.8,15.7,72.9,9,-6.4,1,0,Medium Black,7.6,0.41,203.5,27.5,315.2,34.1,0.27,Soybean,0,drip,Hybrid,262.1,0,Soybean,0.49,0.55,0.06,0,4,15,0,0,1339.2,0.239,Low,normal
Solapur,Pune,Year-Round,2011,93.1,38.1,21.4,35.3,9,9.5,0,0,Medium Black,6.7,0.63,204.5,13.4,441.1,19.9,0.72,Sugarcane,0,sprinkler,HYV,186.2,1,Onion,0.48,0.82,0.34,2,2,4,0,0,68135.6,0.299,Medium,normal
Solapur,Pune,Kharif,2011,589.1,33.0,16.2,83.3,5,-7.6,-4,0,Deep Black Cotton,8.4,0.48,206.1,34.4,446.9,34.0,1.07,Jowar,1,furrow,Desi,103.9,5,Cotton,0.36,0.69,0.33,2,3,4,1,1,1273.2,0.653,High,normal
Kolhapur,Pune,Kharif,2011,720.3,33.8,15.2,60.9,12,13.0,-12,0,Deep Black Cotton,8.0,0.41,249.0,21.3,311.1,32.2,0.52,Soybean,2,furrow,HYV,200.0,2,Soybean,0.25,0.67,0.42,0,6,13,1,0,1122.7,0.451,Medium,normal
Kolhapur,Pune,Year-Round,2011,86.8,38.1,18.8,27.5,9,2.2,0,0,Deep Black Cotton,7.7,0.49,267.3,16.7,397.5,33.8,0.54,Sugarcane,8,canal,Hybrid,187.6,5,Rice,0.45,0.79,0.34,2,6,3,1,0,50695.2,0.602,High,normal
Kolhapur,Pune,Kharif,2011,667.9,32.9,15.6,59.9,3,4.8,-9,0,Medium Black,6.8,0.69,221.5,29.2,335.4,24.5,0.74,Jowar,9,sprinkler,Desi,226.7,2,Cotton,0.49,0.58,0.09,1,5,5,0,0,1139.2,0.27,Medium,normal
Chhatrapati Sambhajinagar,Aurangabad,Kharif,2011,580.2,36.3,16.4,70.9,6,19.0,5,0,Deep Black Cotton,7.3,0.74,188.4,22.1,436.1,25.5,1.04,Soybean,0,rainfed,HYV,197.8,2,Sugarcane,0.44,0.79,0.35,2,1,0,0,0,1371.9,0.283,Medium,normal
Chhatrapati Sambhajinagar,Aurangabad,Kharif,2011,544.4,37.2,16.9,47.3,6,11.7,0,0,Deep Black Cotton,7.9,0.48,246.7,27.5,420.5,29.8,0.78,Cotton,1,sprinkler,Hybrid,136.6,6,Grapes,0.48,0.82,0.34,0,0,0,1,0,335.3,0.184,Low,normal
Chhatrapati Sambhajinagar,Aurangabad,Kharif,2011,392.3,36.2,18.0,64.4,7,-19.5,-3,0,Deep Black Cotton,8.2,0.55,278.1,24.3,458.4,28.0,0.68,Tur Dal,-3,furrow,BT,89.9,3,Cotton,0.4,0.8,0.4,0,1,1,1,0,1063.1,0.237,Low,normal
Chhatrapati Sambhajinagar,Aurangabad,Kharif,2011,445.5,36.1,18.4,72.4,4,-8.6,5,0,Deep Black Cotton,7.1,0.59,271.3,27.2,409.3,25.0,0.61,Jowar,0,furrow,Hybrid,279.4,4,Tur Dal,0.48,0.7,0.22,0,8,3,1,0,1258.2,0.412,Medium,normal
Jalna,Aurangabad,Kharif,2011,511.6,34.5,16.2,53.1,9,4.9,-1,0,Medium Black,7.1,0.64,170.6,29.1,318.4,34.7,0.7,Soybean,-10,rainfed,Desi,87.6,3,Onion,0.35,0.72,0.37,1,3,16,0,1,951.1,0.4,Medium,normal
Jalna,Aurangabad,Kharif,2011,570.1,38.0,15.1,54.4,6,16.9,2,0,Deep Black Cotton,8.5,0.55,260.2,23.7,473.9,23.6,1.15,Cotton,-3,rainfed,Hybrid,187.6,1,Onion,0.31,0.52,0.21,0,1,2,0,0,336.0,0.031,Low,normal
Jalna,Aurangabad,Kharif,2011,562.4,34.6,17.4,71.6,4,15.4,5,0,Medium Black,7.2,0.6,181.1,21.3,421.4,24.3,0.42,Tur Dal,6,furrow,HYV,270.2,5,Soybean,0.5,0.65,0.15,0,4,6,0,0,1017.0,0.087,Low,normal
Jalna,Aurangabad,Kharif,2011,553.7,36.6,17.5,52.0,4,13.6,-8,0,Medium Black,6.9,0.68,184.3,29.8,347.0,18.6,0.73,Jowar,9,rainfed,BT,194.7,4,Soybean,0.44,0.55,0.11,0,3,0,0,0,1131.1,0.066,Low,normal
Beed,Aurangabad,Kharif,2011,494.4,35.9,16.6,80.5,10,1.4,-4,0,Deep Black Cotton,8.1,0.64,262.1,22.8,389.5,34.6,0.62,Soybean,-4,drip,Hybrid,149.6,1,Tur Dal,0.43,0.64,0.21,0,8,5,1,0,1404.1,0.488,Medium,normal
Beed,Aurangabad,Kharif,2011,543.7,34.1,17.1,72.5,7,11.5,6,0,Medium Black,7.6,0.5,210.3,16.1,358.8,28.9,0.51,Cotton,6,sprinkler,HYV,277.1,0,Soybean,0.45,0.67,0.22,1,3,13,1,0,391.0,0.405,Medium,normal
Beed,Aurangabad,Kharif,2011,391.8,36.6,17.0,62.8,9,-19.6,-11,0,Medium Black,7.4,0.35,210.0,21.9,352.8,28.8,0.7,Tur Dal,-4,furrow,Hybrid,150.6,4,Onion,0.46,0.55,0.09,1,5,4,1,0,861.3,0.434,Medium,normal
Beed,Aurangabad,Kharif,2011,543.3,35.6,15.0,79.0,3,11.5,7,0,Medium Black,7.5,0.38,234.2,12.5,418.8,24.2,0.33,Jowar,6,furrow,Hybrid,99.7,4,Sugarcane,0.34,0.64,0.3,3,0,2,0,0,1375.9,0.322,Medium,normal
Latur,Aurangabad,Kharif,2011,554.7,35.4,17.7,57.5,2,13.8,-8,0,Medium Black,7.6,0.48,163.7,27.5,413.2,34.7,0.75,Soybean,-4,rainfed,HYV,129.5,4,Jowar,0.39,0.5,0.11,0,10,5,0,0,1269.8,0.203,Low,normal
Latur,Aurangabad,Kharif,2011,447.8,37.7,15.5,71.1,5,-8.1,0,0,Medium Black,6.6,0.61,230.8,25.8,272.8,27.9,0.7,Cotton,9,furrow,BT,135.4,3,Jowar,0.39,0.55,0.16,1,7,1,0,0,345.1,0.285,Medium,normal
Latur,Aurangabad,Kharif,2011,410.8,36.6,18.5,78.1,3,-15.7,-3,0,Medium Black,6.7,0.45,232.1,29.5,340.8,25.1,0.54,Tur Dal,-2,rainfed,Desi,220.6,3,Onion,0.41,0.85,0.44,0,3,0,0,0,804.4,0.09,Low,normal
Latur,Aurangabad,Kharif,2011,495.1,35.0,18.1,75.1,3,1.6,1,0,Medium Black,7.1,0.32,192.7,20.4,435.7,27.8,0.39,Jowar,-3,rainfed,HYV,295.8,5,Sugarcane,0.28,0.73,0.45,0,5,7,1,0,947.9,0.246,Low,normal
Dharashiv,Aurangabad,Kharif,2011,520.8,37.3,16.0,61.9,9,6.8,-1,0,Medium Black,7.2,0.53,218.4,25.6,395.5,32.4,0.31,Soybean,5,furrow,BT,209.3,1,Onion,0.28,0.57,0.29,2,24,7,1,1,989.4,0.98,Critical,pest_outbreak
Dharashiv,Aurangabad,Kharif,2011,529.5,36.7,18.6,72.6,7,8.6,4,0,Deep Black Cotton,7.9,0.71,250.3,31.7,311.2,35.0,1.07,Cotton,-8,sprinkler,HYV,84.2,1,Sugarcane,0.39,0.56,0.17,1,4,1,0,1,308.0,0.33,Medium,normal
Dharashiv,Aurangabad,Kharif,2011,418.6,36.6,15.9,51.3,9,-14.1,8,0,Medium Black,7.6,0.48,175.9,27.8,289.3,33.9,0.32,Tur Dal,-6,furrow,HYV,288.1,2,Jowar,0.45,0.62,0.17,0,6,0,0,0,766.5,0.0,Low,normal
Dharashiv,Aurangabad,Kharif,2011,553.8,36.2,15.3,54.5,4,13.6,2,0,Medium Black,7.6,0.7,166.4,24.5,384.9,34.6,0.79,Jowar,-13,canal,BT,275.1,3,Onion,0.41,0.65,0.24,0,8,1,1,1,1084.1,0.519,High,normal
Nanded,Aurangabad,Kharif,2011,403.1,35.1,18.6,70.3,5,-17.3,2,0,Medium Black,6.6,0.66,243.5,29.6,423.7,18.5,0.23,Soybean,4,sprinkler,Hybrid,299.9,2,Onion,0.31,0.53,0.22,1,5,0,0,1,1359.1,0.424,Medium,normal
Nanded,Aurangabad,Kharif,2011,542.4,34.8,16.0,48.7,6,11.3,6,0,Medium Black,7.7,0.5,234.3,20.0,391.7,29.6,0.3,Cotton,4,furrow,HYV,190.0,2,Rice,0.37,0.79,0.42,0,6,19,0,1,443.4,0.387,Medium,normal
Nanded,Aurangabad,Kharif,2011,408.2,34.1,18.5,54.5,9,-16.3,9,0,Deep Black Cotton,8.0,0.78,243.2,23.7,405.0,24.0,0.98,Tur Dal,-3,rainfed,HYV,131.3,3,Onion,0.27,0.7,0.43,0,6,4,0,0,885.4,0.132,Low,normal
Nanded,Aurangabad,Kharif,2011,567.8,36.8,17.0,62.7,4,16.5,7,0,Deep Black Cotton,7.3,0.59,204.6,33.3,367.1,39.0,0.78,Jowar,3,canal,Desi,277.7,3,Cotton,0.44,0.58,0.14,0,17,7,1,1,967.7,1.0,Critical,pest_outbreak
Parbhani,Aurangabad,Kharif,2011,406.4,37.9,17.7,56.4,8,-16.6,4,0,Medium Black,7.2,0.31,190.7,16.0,356.7,34.9,0.68,Soybean,1,rainfed,Hybrid,141.9,2,Cotton,0.28,0.75,0.47,0,4,5,0,1,1423.2,0.309,Medium,normal
Parbhani,Aurangabad,Kharif,2011,416.1,34.5,18.4,50.6,4,-14.6,1,0,Deep Black Cotton,8.4,0.73,259.1,19.0,461.0,37.0,0.56,Cotton,0,canal,Desi,167.9,4,Rice,0.48,0.73,0.25,1,1,17,0,0,323.9,0.263,Medium,normal
Parbhani,Aurangabad,Kharif,2011,539.2,35.9,15.6,70.9,6,10.6,-6,0,Medium Black,6.7,0.55,243.4,15.7,397.0,32.3,0.51,Tur Dal,3,canal,Hybrid,99.7,3,Jowar,0.44,0.53,0.09,0,6,0,0,1,934.2,0.209,Low,normal
Parbhani,Aurangabad,Kharif,2011,546.4,35.5,16.7,46.8,6,12.1,-5,0,Medium Black,7.7,0.51,245.0,21.6,328.8,32.0,0.5,Jowar,-5,rainfed,BT,201.9,9,Rice,0.33,0.56,0.23,0,0,2,0,0,1319.4,0.112,Low,normal
Hingoli,Aurangabad,Kharif,2011,477.2,37.9,16.5,55.3,5,-2.1,7,0,Medium Black,7.4,0.68,241.7,22.5,342.5,31.4,0.61,Soybean,-2,sprinkler,BT,239.0,2,Soybean,0.38,0.58,0.2,0,5,0,0,0,1297.8,0.0,Low,normal
Hingoli,Aurangabad,Kharif,2011,532.1,36.1,15.8,49.4,10,9.1,-2,0,Deep Black Cotton,7.0,0.44,221.0,33.7,427.5,36.0,0.72,Cotton,-4,rainfed,HYV,246.4,1,Cotton,0.41,0.83,0.42,2,12,1,1,1,302.7,0.966,Critical,pest_outbreak
Hingoli,Aurangabad,Kharif,2011,420.2,35.2,16.0,59.9,5,-13.8,2,0,Medium Black,7.1,0.41,186.9,14.9,427.1,15.2,0.73,Tur Dal,-9,rainfed,HYV,126.2,2,Soybean,0.25,0.63,0.38,0,7,0,0,0,825.3,0.171,Low,normal
Hingoli,Aurangabad,Kharif,2011,539.6,37.7,16.9,57.6,9,10.7,-5,0,Medium Black,7.0,0.34,212.8,14.2,447.2,30.6,0.43,Jowar,-8,canal,Hybrid,80.9,3,Onion,0.41,0.8,0.39,2,9,1,0,0,1282.0,0.4,Medium,normal
Amravati,Amravati,Kharif,2011,591.3,35.7,15.3,45.7,8,-1.4,4,0,Deep Black Cotton,7.7,0.76,185.1,32.3,368.2,38.0,1.15,Soybean,5,furrow,Desi,210.0,4,Jowar,0.45,0.68,0.23,0,8,1,0,0,1507.8,0.103,Low,normal
Amravati,Amravati,Kharif,2011,552.7,38.0,17.9,73.7,6,-7.9,-5,0,Medium Black,7.1,0.45,186.7,21.5,411.8,22.2,0.51,Cotton,2,canal,Hybrid,149.6,2,Cotton,0.41,0.51,0.1,1,0,7,0,0,359.0,0.126,Low,normal
Akola,Amravati,Kharif,2011,489.0,37.9,16.2,65.3,5,-18.5,-12,0,Medium Black,6.6,0.57,213.5,26.5,415.0,32.4,0.45,Soybean,-5,rainfed,BT,194.0,0,Tur Dal,0.44,0.66,0.22,3,14,6,1,1,1228.5,1.0,Critical,pest_outbreak
Akola,Amravati,Kharif,2011,541.7,38.2,16.5,65.1,8,-9.7,4,0,Deep Black Cotton,8.5,0.76,240.1,25.6,305.6,24.9,0.71,Cotton,4,rainfed,HYV,263.3,4,Onion,0.32,0.67,0.35,0,11,5,1,0,325.0,0.457,Medium,normal
Washim,Amravati,Kharif,2011,494.3,38.6,15.3,57.6,6,-17.6,-9,0,Deep Black Cotton,8.1,0.72,206.9,32.7,327.5,26.7,0.83,Soybean,-6,drip,HYV,288.5,6,Onion,0.4,0.73,0.33,0,8,1,0,0,1698.7,0.095,Low,normal
Washim,Amravati,Kharif,2011,624.9,35.2,14.4,46.3,10,4.2,9,0,Medium Black,6.6,0.52,157.1,28.8,403.3,28.2,0.69,Cotton,1,rainfed,Desi,245.8,5,Jowar,0.25,0.57,0.32,0,5,3,0,1,429.9,0.345,Medium,normal
Buldhana,Amravati,Kharif,2011,578.6,35.9,17.9,50.2,4,-3.6,0,0,Deep Black Cotton,7.1,0.66,208.7,26.2,355.9,27.0,1.13,Soybean,-4,sprinkler,HYV,266.0,6,Tur Dal,0.41,0.67,0.26,2,7,6,0,0,1703.2,0.362,Medium,normal
Buldhana,Amravati,Kharif,2011,532.9,38.7,17.5,65.0,10,-11.2,-1,0,Medium Black,7.1,0.43,202.2,22.5,251.7,30.2,0.63,Cotton,-2,rainfed,HYV,273.9,4,Grapes,0.42,0.7,0.28,0,4,0,0,0,356.8,0.048,Low,normal
Yavatmal,Amravati,Kharif,2011,545.0,36.5,16.3,80.3,6,-9.2,2,0,Medium Black,6.7,0.58,211.6,20.7,328.1,33.2,0.22,Soybean,-2,rainfed,BT,207.9,4,Cotton,0.31,0.79,0.48,2,5,4,0,0,1335.7,0.376,Medium,normal
Yavatmal,Amravati,Kharif,2011,528.2,36.2,16.1,71.1,9,-12.0,8,0,Deep Black Cotton,7.8,0.66,213.8,33.1,417.5,21.7,0.7,Cotton,3,furrow,BT,99.9,3,Soybean,0.46,0.53,0.07,1,6,3,0,0,318.1,0.178,Low,normal
Nagpur,Nagpur,Kharif,2011,723.3,38.3,14.8,60.6,7,-8.2,-3,0,Deep Black Cotton,7.9,0.64,232.3,32.5,308.7,25.2,1.09,Soybean,3,rainfed,BT,148.1,1,Tur Dal,0.32,0.74,0.42,0,6,2,0,0,1190.3,0.215,Low,normal
Nagpur,Nagpur,Kharif,2011,822.2,37.5,14.2,46.1,1,4.4,0,0,Alluvial,7.0,0.89,311.6,30.0,332.3,38.1,0.24,Cotton,3,rainfed,BT,82.8,2,Jowar,0.32,0.77,0.45,0,2,4,0,1,471.9,0.192,Low,normal
Nagpur,Nagpur,Kharif,2011,932.9,39.2,14.8,55.1,5,18.5,5,0,Red Laterite,6.5,0.55,163.4,18.5,280.0,23.6,0.15,Rice,1,furrow,BT,99.0,0,Soybean,0.29,0.56,0.27,1,5,7,0,0,2092.4,0.369,Medium,normal
Wardha,Nagpur,Kharif,2011,822.4,37.1,14.1,68.0,5,4.4,8,0,Deep Black Cotton,8.5,0.42,215.5,24.6,400.6,26.3,0.96,Soybean,2,canal,HYV,153.3,1,Sugarcane,0.37,0.6,0.23,1,6,0,0,0,1033.4,0.189,Low,normal
Wardha,Nagpur,Kharif,2011,766.5,39.2,16.0,64.2,4,-2.7,0,0,Red Laterite,5.6,0.41,213.6,16.4,249.5,24.8,0.47,Cotton,7,rainfed,Desi,127.4,2,Onion,0.49,0.6,0.11,1,6,0,0,0,388.4,0.144,Low,normal
Wardha,Nagpur,Kharif,2011,816.3,38.9,16.0,68.2,10,3.7,4,0,Red Laterite,6.3,0.31,211.0,16.9,131.5,26.5,0.48,Rice,0,furrow,HYV,149.3,1,Sugarcane,0.38,0.53,0.15,1,2,1,0,1,2252.3,0.261,Medium,normal
Chandrapur,Nagpur,Kharif,2011,871.7,36.8,14.3,65.9,9,10.7,4,0,Alluvial,6.6,0.88,263.5,28.6,336.1,37.2,0.45,Soybean,0,rainfed,Hybrid,91.5,4,Sugarcane,0.26,0.82,0.56,1,7,6,0,0,1389.4,0.274,Medium,normal
Chandrapur,Nagpur,Kharif,2011,906.5,38.2,15.6,62.2,6,15.1,0,0,Red Laterite,6.1,0.33,196.6,15.0,169.6,25.0,0.45,Cotton,-1,canal,HYV,274.1,4,Rice,0.36,0.5,0.14,1,5,5,0,0,444.4,0.267,Medium,normal
Chandrapur,Nagpur,Kharif,2011,930.4,38.6,14.2,50.7,6,18.1,6,0,Deep Black Cotton,7.3,0.55,215.4,17.6,434.5,30.2,0.95,Rice,-11,furrow,HYV,265.4,3,Jowar,0.46,0.78,0.32,0,2,3,0,1,2504.3,0.259,Medium,normal
Gadchiroli,Nagpur,Kharif,2011,838.3,37.6,14.5,76.1,6,6.5,2,0,Red Laterite,5.9,0.28,170.4,20.1,158.6,13.3,0.24,Soybean,1,rainfed,BT,268.9,2,Onion,0.5,0.63,0.13,0,9,4,0,0,881.7,0.304,Medium,normal
Gadchiroli,Nagpur,Kharif,2011,713.5,37.8,15.2,74.9,7,-9.4,0,0,Red Laterite,6.2,0.57,168.4,14.9,139.2,24.8,0.2,Cotton,-7,rainfed,Desi,181.2,0,Tur Dal,0.42,0.77,0.35,0,3,1,0,0,443.2,0.014,Low,normal
Gadchiroli,Nagpur,Kharif,2011,653.4,38.0,13.7,70.8,8,-17.0,-9,0,Deep Black Cotton,7.9,0.52,188.6,16.8,484.6,33.8,0.41,Rice,5,rainfed,Desi,223.9,5,Tur Dal,0.27,0.51,0.24,0,0,5,0,1,1479.6,0.238,Low,normal
Gondia,Nagpur,Kharif,2011,792.9,39.6,16.2,48.0,8,0.7,-4,0,Deep Black Cotton,8.1,0.76,235.4,25.5,452.8,20.1,1.13,Soybean,-5,sprinkler,BT,227.2,2,Jowar,0.39,0.52,0.13,1,5,5,0,0,1260.8,0.198,Low,normal
Gondia,Nagpur,Kharif,2011,814.1,38.0,14.3,77.9,8,3.4,-4,0,Alluvial,6.8,0.55,258.0,37.5,275.7,35.0,0.24,Cotton,1,rainfed,Hybrid,167.5,2,Rice,0.44,0.58,0.14,1,4,4,0,0,407.6,0.351,Medium,normal
Gondia,Nagpur,Kharif,2011,685.6,39.3,15.2,50.9,8,-12.9,-2,0,Deep Black Cotton,7.6,0.78,270.3,32.4,314.3,37.1,1.0,Rice,-7,drip,HYV,237.2,4,Sugarcane,0.49,0.59,0.1,1,0,6,0,0,2311.2,0.19,Low,normal
Bhandara,Nagpur,Kharif,2011,675.0,38.8,13.7,78.9,6,-14.3,-1,0,Deep Black Cotton,8.3,0.47,261.2,32.1,482.9,25.3,1.11,Soybean,2,drip,BT,296.3,5,Tur Dal,0.27,0.57,0.3,0,0,2,0,0,1517.7,0.037,Low,normal
Bhandara,Nagpur,Kharif,2011,765.5,39.5,14.2,49.3,6,-2.8,15,0,Red Laterite,6.7,0.54,192.2,9.1,137.0,19.9,0.16,Cotton,1,rainfed,HYV,223.7,5,Soybean,0.26,0.82,0.56,2,12,7,1,1,335.8,1.0,Critical,pest_outbreak
