district,division,season,year,rainfall_mm_seasonal,temp_max_avg_C,temp_min_avg_C,humidity_avg_pct,dry_spell_days,rainfall_deviation_pct,onset_monsoon_deviation_days,fog_days,soil_type,soil_pH,organic_carbon_pct,nitrogen_kg_ha,phosphorus_kg_ha,potassium_kg_ha,soil_moisture_pct,ec_dS_m,crop_name,sowing_date_deviation,irrigation_type,seed_variety,fertilizer_kg_ha,pesticide_applications,previous_crop,ndvi_sowing,ndvi_peak,ndvi_delta,ndvi_stress_weeks,humidity_streak_days,temp_disease_window,prev_season_disease,pest_alert_issued,yield_kg_per_hectare,disease_risk_score,disease_risk_label,scenario,rainfall_adequacy_ratio,growing_degree_days,vapour_pressure_deficit,soil_crop_suitability_score,irrigation_efficiency_score,pest_pressure_index,yield_lag_1yr,ndvi_anomaly,crop_name_encoded,irrigation_type_encoded,seed_variety_encoded,previous_crop_encoded,season_encoded,soil_type_Deep Black Cotton,soil_type_Laterite,soil_type_Medium Black,soil_type_Red,soil_type_Red Laterite,division_Aurangabad,division_Konkan,division_Nagpur,division_Nashik,division_Pune
Latur,Aurangabad,Kharif,2010,-0.18502390320168968,-0.2787570916880242,0.6988787087206393,0.8879133088637933,0.4163388791481402,0.2317491084555521,-0.02252552185424372,-0.20729425193692047,Medium Black,6.6,0.69,198.8,14.7,318.5,23.3,0.65,Tur Dal,0,rainfed,BT,145.5,5,Cotton,0.6857142857142857,0.8727272727272728,0.6935483870967744,0.4,5,5,0,0,977.1,0.359,Medium,normal,1.29,2004.0,1.159,1.0,0.4,0.833,800.0,0.172,7,3,0,0,0,False,False,True,False,False,True,False,False,False,False
Latur,Aurangabad,Kharif,2010,-0.26050688023738966,0.12981748957216016,0.18784890147693606,0.8521220942627982,-0.26853587003573137,-0.08073393526324214,1.1525171645630061,-0.20729425193692047,Medium Black,7.8,0.45,194.9,25.0,427.2,26.9,0.43,Jowar,8,drip,Desi,116.7,2,Tur Dal,0.6285714285714286,0.7636363636363637,0.6290322580645162,0.0,2,4,0,0,1485.7,0.123,Low,normal,1.158,1998.0,1.267,0.7,1.0,0.267,1000.0,0.112,2,1,1,7,0,False,False,True,False,False,True,False,False,False,False
Dharashiv,Aurangabad,Kharif,2010,-0.29001256006538617,0.5383920708323419,0.14526308420662684,-0.9851602552549691,-0.4055108198725057,-0.20225511893166212,-0.7275511337045936,-0.20729425193692047,Deep Black Cotton,7.6,0.43,260.1,30.3,446.7,26.0,0.46,Soybean,-9,canal,Hybrid,252.8,1,Grapes,0.8285714285714285,0.8363636363636364,0.5806451612903227,0.2,6,4,1,0,1360.3,0.529,High,normal,0.984,2058.0,3.31,0.7,0.6,0.8,1200.0,0.15,5,0,3,1,0,True,False,False,False,False,True,False,False,False,False
Dharashiv,Aurangabad,Kharif,2010,-0.14678110458967467,-0.6130453854463559,0.741464525990947,-0.6332133116785138,-0.4055108198725057,0.39088399183086403,0.6825000899961061,-0.20729425193692047,Medium Black,7.1,0.47,223.0,25.8,281.8,27.2,0.28,Cotton,3,rainfed,Desi,142.2,0,Grapes,0.4857142857142858,0.5272727272727271,0.5000000000000001,0.2,8,16,1,0,309.6,0.599,High,normal,0.775,1956.0,2.474,0.9,0.4,4.267,400.0,-0.02,0,3,1,1,0,False,False,True,False,False,True,False,False,False,False
Dharashiv,Aurangabad,Kharif,2010,-0.11211909236455257,-0.4644728104426532,0.18784890147693606,-0.19178833159956987,-0.4055108198725057,0.5355520676266021,-1.6675852828383932,-0.20729425193692047,Medium Black,7.1,0.69,164.5,25.1,288.2,21.8,0.39,Tur Dal,-2,rainfed,Hybrid,156.9,1,Onion,0.5714285714285714,0.4181818181818182,0.3548387096774194,0.6000000000000001,17,4,1,1,789.7,1.0,Critical,pest_outbreak,1.417,1902.0,2.123,1.0,0.4,2.267,800.0,-0.08,7,3,3,3,0,False,False,True,False,False,True,False,False,False,False
Dharashiv,Aurangabad,Kharif,2010,-0.30218723378082163,0.5755352145832682,0.017505632395700646,-0.836030194417488,-0.26853587003573137,-0.25433562621812783,-0.02252552185424372,-0.20729425193692047,Medium Black,7.5,0.38,175.9,15.0,316.0,30.1,0.51,Jowar,0,sprinkler,HYV,225.1,1,Sugarcane,0.5999999999999999,0.9818181818181817,0.8387096774193549,0.2,4,3,0,1,1221.5,0.365,Medium,normal,1.085,2046.0,3.168,0.9,0.85,0.4,1000.0,0.23,2,4,2,6,0,False,False,True,False,False,True,False,False,False,False
Nanded,Aurangabad,Kharif,2010,-0.25907456568263254,0.46410578333049185,0.9543936123424902,-0.6809349311465076,0.005414029637817257,-0.07494721223141261,-0.7275511337045936,-0.20729425193692047,Deep Black Cotton,7.2,0.65,216.3,32.9,333.8,30.1,0.84,Soybean,0,rainfed,Hybrid,113.5,2,Jowar,0.3714285714285715,0.8363636363636364,0.8387096774193549,0.0,4,0,0,1,1257.6,0.279,Medium,normal,1.032,2160.0,2.953,1.0,0.4,0.0,1200.0,0.166,5,3,3,2,0,True,False,False,False,False,True,False,False,False,False
Nanded,Aurangabad,Kharif,2010,-0.09163699423152573,0.2783900645758628,-0.4935241748480026,0.47034913851884624,-0.9534106192196029,0.6194595515881302,0.21248301542920622,-0.20729425193692047,Deep Black Cotton,8.3,0.73,234.1,29.2,362.9,29.4,1.04,Cotton,0,furrow,HYV,136.0,4,Cotton,0.3714285714285715,0.509090909090909,0.5483870967741936,0.0,3,4,0,0,333.8,0.142,Low,normal,0.83,1926.0,1.688,0.8,0.65,0.4,400.0,-0.014,0,2,2,0,0,True,False,False,False,False,True,False,False,False,False
Nanded,Aurangabad,Kharif,2010,-0.09192345714247722,0.24124692082493648,-0.4935241748480026,0.44052312635135005,-0.6794607195460542,0.6194595515881302,-0.4925425964211436,-0.20729425193692047,Deep Black Cotton,7.1,0.43,214.0,32.3,343.1,27.2,0.36,Tur Dal,-2,rainfed,Hybrid,271.7,6,Rice,0.5714285714285714,0.6000000000000001,0.5161290322580646,0.0,9,3,0,0,901.5,0.258,Medium,normal,1.452,1920.0,1.71,0.9,0.4,0.9,800.0,0.036,7,3,3,4,0,True,False,False,False,False,True,False,False,False,False
Nanded,Aurangabad,Kharif,2010,-0.24761604924457561,-0.6501885291972822,0.9543936123424902,-0.8658562065849842,0.4163388791481402,-0.02576006646086167,-0.02252552185424372,-0.20729425193692047,Medium Black,6.5,0.49,180.1,22.8,309.4,21.0,0.65,Jowar,-1,drip,Hybrid,273.0,5,Grapes,0.8571428571428572,0.38181818181818183,0.16129032258064518,0.8,22,4,1,1,1111.9,1.0,Critical,pest_outbreak,1.18,1980.0,2.669,0.9,1.0,2.933,1000.0,-0.084,2,1,3,1,0,False,False,True,False,False,True,False,False,False,False
Parbhani,Aurangabad,Kharif,2010,-0.11985359096024097,0.16696063332308383,0.18784890147693606,-0.14406671213157565,0.14238897947459156,0.5037250909515397,-0.25753405913769367,-0.20729425193692047,Medium Black,7.8,0.41,177.2,20.5,446.8,20.4,0.44,Soybean,-4,rainfed,Desi,159.6,1,Jowar,0.45714285714285713,0.6545454545454545,0.6290322580645162,0.0,11,3,0,0,1264.8,0.271,Medium,normal,1.248,2004.0,2.283,0.7,0.4,1.1,1200.0,0.061,5,3,1,2,0,False,False,True,False,False,True,False,False,False,False
Parbhani,Aurangabad,Kharif,2010,-0.35145885446446645,0.5383920708323419,0.741464525990947,-0.49004845327453206,-0.8164356693828286,-0.45687093233216114,2.562568388263706,-0.20729425193692047,Medium Black,7.0,0.33,211.7,14.0,319.0,25.1,0.72,Cotton,9,rainfed,HYV,284.5,2,Jowar,0.9428571428571428,0.8181818181818181,0.5000000000000001,0.2,4,6,1,1,285.3,0.549,High,normal,0.571,2142.0,2.781,0.9,0.4,0.8,400.0,0.151,0,3,2,2,0,False,False,True,False,False,True,False,False,False,False
Parbhani,Aurangabad,Kharif,2010,-0.3334116910745268,-0.13018451668432152,0.06009144966600988,-0.28723157053555787,-0.8164356693828286,-0.3816435329183774,0.44749155271265617,-0.20729425193692047,Medium Black,7.3,0.56,238.8,22.8,350.4,17.8,0.27,Tur Dal,0,sprinkler,BT,239.3,2,Jowar,1.0,0.8909090909090909,0.5322580645161291,0.2,2,6,1,0,1025.5,0.386,Medium,normal,1.031,1938.0,2.324,0.8,0.85,0.4,800.0,0.191,7,4,0,2,0,False,False,True,False,False,True,False,False,False,False
Parbhani,Aurangabad,Kharif,2010,-0.3465889849782922,-0.13018451668432152,0.741464525990947,-0.2037187364665681,-0.54248576970928,-0.4366174017207578,-1.6675852828383932,-0.20729425193692047,Deep Black Cotton,8.4,0.57,211.9,26.6,374.2,32.0,0.94,Jowar,-4,sprinkler,HYV,222.1,0,Soybean,0.5428571428571429,0.4545454545454546,0.40322580645161293,0.0,9,2,0,0,1087.7,0.142,Low,normal,1.008,2034.0,2.243,0.4,0.85,0.6,1000.0,-0.049,2,4,2,5,0,True,False,False,False,False,True,False,False,False,False
Hingoli,Aurangabad,Kharif,2010,-0.17628678441767126,0.20410377707401017,-0.0676660021449163,-0.6511089189790114,-0.6794607195460542,0.26936280816244396,0.44749155271265617,-0.20729425193692047,Deep Black Cotton,7.1,0.48,272.6,23.3,379.1,26.3,0.43,Soybean,0,furrow,Desi,278.0,2,Tur Dal,0.5999999999999999,1.0,0.8548387096774195,0.0,5,7,0,0,1434.2,0.289,Medium,normal,1.16,1974.0,2.812,0.9,0.65,1.167,1200.0,0.234,5,2,1,7,0,True,False,False,False,False,True,False,False,False,False
Hingoli,Aurangabad,Kharif,2010,-0.29645797556179315,0.5755352145832682,-0.11025181941522554,0.8044004747948036,-0.4055108198725057,-0.22829537257489496,-2.137602357405293,-0.20729425193692047,Medium Black,6.7,0.48,212.6,20.8,330.4,34.9,0.73,Cotton,5,canal,HYV,240.8,4,Rice,0.9428571428571428,0.8181818181818181,0.5000000000000001,0.0,10,6,0,1,389.4,0.368,Medium,normal,0.626,2028.0,1.404,0.9,0.6,2.0,400.0,0.134,0,0,2,4,0,False,False,True,False,False,True,False,False,False,False
Hingoli,Aurangabad,Kharif,2010,-0.12042651678214378,0.7241077895869709,-0.4509383575776941,-0.06651908049608565,-0.13156092019895704,0.5008317294356249,3.0325854628306055,-0.20729425193692047,Medium Black,7.7,0.48,194.3,22.8,368.3,31.1,0.49,Tur Dal,-1,rainfed,Hybrid,267.9,3,Grapes,0.45714285714285713,0.38181818181818183,0.38709677419354843,0.2,7,6,0,1,930.5,0.544,High,normal,1.402,2004.0,2.392,0.7,0.4,1.4,800.0,-0.106,7,3,3,1,0,False,False,True,False,False,True,False,False,False,False
Hingoli,Aurangabad,Kharif,2010,-0.1363252083399478,-0.20447080418617417,0.5285354396394039,0.08857618277489433,-0.6794607195460542,0.4342844145695855,0.44749155271265617,-0.20729425193692047,Medium Black,7.5,0.63,224.0,14.6,400.7,30.4,0.6,Jowar,2,canal,Hybrid,167.8,3,Rice,0.5428571428571429,0.4363636363636364,0.38709677419354843,0.4,6,2,0,1,1173.1,0.434,Medium,normal,1.375,1992.0,1.938,1.0,0.6,0.4,1000.0,-0.076,2,0,3,4,0,False,False,True,False,False,True,False,False,False,False
Amravati,Amravati,Kharif,2010,0.006619784224812384,-0.24161394793709784,-1.0045539820917058,-0.20968393890006742,-0.26853587003573137,0.3040831463534212,0.6825000899961061,-0.20729425193692047,Deep Black Cotton,7.1,0.49,221.6,30.2,337.6,34.4,1.08,Soybean,-6,furrow,Hybrid,217.5,1,Grapes,0.6285714285714286,0.509090909090909,0.40322580645161293,0.0,6,5,1,0,1163.9,0.299,Medium,normal,1.444,1770.0,2.212,0.9,0.65,1.0,1200.0,-0.034,5,2,3,1,0,True,False,False,False,False,False,False,False,False,False
Amravati,Amravati,Kharif,2010,0.0467245917580116,0.7612509333378972,-0.6638674439292372,-0.20968393890006742,-0.26853587003573137,0.440071137601415,-0.25753405913769367,-0.20729425193692047,Medium Black,7.5,0.43,160.2,18.5,304.1,31.9,0.39,Cotton,1,furrow,HYV,163.0,3,Sugarcane,0.5714285714285714,0.7636363636363637,0.6612903225806452,0.2,5,5,1,0,469.5,0.447,Medium,normal,0.968,1980.0,2.563,0.9,0.65,0.833,400.0,0.106,0,2,2,6,0,False,False,True,False,False,False,False,False,False,False
Akola,Amravati,Kharif,2010,-0.20020643748211506,0.8355372208397498,-0.025080184874607076,-1.0567426844569603,-0.26853587003573137,-0.3932169789820364,-0.4925425964211436,-0.20729425193692047,Deep Black Cotton,7.6,0.69,217.1,32.4,446.1,33.0,1.02,Soybean,7,rainfed,HYV,145.0,3,Onion,0.31428571428571433,0.8,0.8387096774193549,0.0,2,6,0,0,1384.1,0.106,Low,normal,1.123,2082.0,3.537,0.8,0.4,0.4,1200.0,0.139,5,3,2,3,0,True,False,False,False,False,False,False,False,False,False
Akola,Amravati,Kharif,2010,3.1137272929622855e-05,0.05553120207030749,0.4007779878284792,0.8282612845288009,-0.4055108198725057,0.2809362542261031,1.622534239129906,-0.20729425193692047,Deep Black Cotton,8.4,0.61,247.8,21.2,454.8,35.5,0.77,Cotton,-1,sprinkler,Hybrid,153.1,3,Onion,0.28571428571428575,0.5454545454545454,0.6290322580645162,0.4,5,6,1,0,439.0,0.622,High,normal,0.922,2016.0,1.277,0.8,0.85,1.0,400.0,-0.001,0,4,3,3,0,True,False,False,False,False,False,False,False,False,False
Washim,Amravati,Kharif,2010,-0.13231472758662777,-0.20447080418617417,-0.7490390784698542,-0.5795264897770207,0.005414029637817257,-0.16464141922477024,-1.4325767455549432,-0.20729425193692047,Medium Black,7.3,0.66,234.7,17.7,305.2,34.6,0.52,Soybean,-3,rainfed,BT,228.3,3,Onion,0.6571428571428573,0.4,0.29032258064516137,0.2,4,3,0,0,1395.5,0.252,Medium,normal,1.228,1812.0,2.578,1.0,0.4,0.4,1200.0,-0.076,5,3,0,3,0,False,False,True,False,False,False,False,False,False,False
Washim,Amravati,Kharif,2010,0.08983725985620063,1.0955392270962288,-0.0676660021449163,1.0430085721347733,-0.13156092019895704,0.5847392133971531,-0.7275511337045936,-0.20729425193692047,Deep Black Cotton,8.2,0.74,204.2,34.2,339.4,39.0,1.2,Cotton,-7,furrow,BT,118.7,1,Grapes,0.42857142857142855,0.8727272727272728,0.8387096774193549,0.6000000000000001,6,1,1,1,553.5,0.755,Critical,normal,1.011,2118.0,1.238,0.8,0.65,0.2,400.0,0.184,0,2,0,1,0,True,False,False,False,False,False,False,False,False,False
Buldhana,Amravati,Kharif,2010,-0.016297248651301454,0.6869646458360471,-0.8342107130104719,0.178054219277383,-0.9534106192196029,0.22596238542372257,0.6825000899961061,-0.20729425193692047,Medium Black,7.5,0.32,230.8,15.2,352.9,31.2,0.35,Soybean,-1,sprinkler,HYV,185.8,2,Jowar,1.0,0.9636363636363636,0.5967741935483872,0.0,0,0,0,0,1968.5,0.0,Low,normal,1.408,1944.0,2.112,0.9,0.85,0.0,1200.0,0.221,5,4,2,2,0,False,False,True,False,False,False,False,False,False,False
Buldhana,Amravati,Kharif,2010,-0.02259943269223289,1.1698255145980816,-0.4935241748480026,0.2019150290113803,0.005414029637817257,0.20570885481231926,-0.7275511337045936,-0.20729425193692047,Medium Black,6.9,0.68,208.2,19.9,366.0,25.3,0.66,Cotton,-4,rainfed,BT,266.1,5,Jowar,0.42857142857142855,0.5818181818181818,0.5806451612903227,0.2,1,7,0,0,304.0,0.197,Low,normal,0.899,2070.0,2.237,1.0,0.4,0.233,400.0,0.011,0,3,0,2,0,False,False,True,False,False,False,False,False,False,False
Yavatmal,Amravati,Kharif,2010,0.0508783039668072,0.16696063332308383,0.06009144966600988,0.6672008188243211,-0.54248576970928,0.451644583665074,0.21248301542920622,-0.20729425193692047,Deep Black Cotton,7.9,0.42,216.2,29.5,340.1,24.1,0.31,Soybean,-2,furrow,Hybrid,80.3,6,Cotton,0.9142857142857141,0.8909090909090909,0.5806451612903227,0.0,3,3,1,0,1180.3,0.318,Medium,normal,1.512,1986.0,1.462,0.7,0.65,0.3,1200.0,0.166,5,2,3,0,0,True,False,False,False,False,False,False,False,False,False
Yavatmal,Amravati,Kharif,2010,-0.18502390320168968,0.24124692082493648,-0.40835254030738566,0.631409604223326,-0.9534106192196029,-0.34113647169557065,-0.7275511337045936,-0.20729425193692047,Medium Black,6.6,0.41,210.2,17.3,392.9,30.2,0.26,Cotton,9,furrow,HYV,178.7,1,Tur Dal,0.6285714285714286,0.9454545454545453,0.7903225806451614,0.2,14,6,0,1,366.7,0.5,High,normal,0.737,1932.0,1.514,0.9,0.65,2.8,400.0,0.196,0,2,2,7,0,False,False,True,False,False,False,False,False,False,False
Nagpur,Nagpur,Kharif,2010,0.41984253327224,1.3183980896017842,-0.3657667230370764,0.7805396650608071,-0.26853587003573137,0.6165661900722155,-1.6675852828383932,-0.20729425193692047,Deep Black Cotton,7.8,0.68,233.4,25.8,385.9,26.2,0.73,Soybean,-1,drip,Hybrid,256.0,2,Cotton,0.8571428571428572,0.8,0.5322580645161291,0.2,5,7,0,0,1550.3,0.19,Low,normal,2.085,2112.0,1.593,0.8,1.0,1.167,1200.0,0.07,5,1,3,0,0,True,False,False,False,False,False,False,True,False,False
Nagpur,Nagpur,Kharif,2010,0.06276651477129119,0.09267434582123382,-0.8767965302807804,-0.6570741214125106,-0.4055108198725057,-0.29773604895684924,0.6825000899961061,-0.20729425193692047,Red Laterite,6.4,0.33,125.7,13.2,271.1,22.3,0.37,Cotton,-5,furrow,Desi,212.2,4,Grapes,0.6571428571428573,0.4727272727272729,0.3548387096774194,0.2,6,5,1,0,343.5,0.409,Medium,normal,0.984,1842.0,2.772,0.7,0.65,1.0,400.0,-0.11,0,2,1,1,0,False,False,False,False,True,False,False,True,False,False
Nagpur,Nagpur,Kharif,2010,0.09757175845188919,0.35267635207771286,-0.7490390784698542,-0.44829203624003716,-0.6794607195460542,-0.20804184196349165,-0.02252552185424372,-0.20729425193692047,Alluvial,7.2,0.67,211.1,30.2,328.3,34.1,0.35,Rice,0,canal,HYV,235.5,3,Sugarcane,0.39999999999999997,0.4363636363636364,0.467741935483871,0.0,1,6,0,1,1935.9,0.155,Low,normal,0.594,1902.0,2.663,0.8,0.6,0.2,2500.0,-0.13,4,0,2,6,0,False,False,False,False,False,False,False,True,False,False
Wardha,Nagpur,Kharif,2010,0.26157177497157885,0.6126783583341945,0.017505632395700646,0.28542786308037005,0.14238897947459156,0.21149557784414877,1.622534239129906,-0.20729425193692047,Red Laterite,6.1,0.3,163.4,18.1,121.4,21.4,0.35,Soybean,-6,rainfed,Hybrid,223.9,1,Onion,0.28571428571428575,0.5272727272727271,0.6129032258064517,0.0,15,1,1,1,853.0,0.919,Critical,pest_outbreak,1.839,2052.0,1.973,0.9,0.4,0.5,1200.0,-0.099,5,3,3,3,0,False,False,False,False,True,False,False,True,False,False
Wardha,Nagpur,Kharif,2010,0.25211849891018184,1.0583960833453052,-1.4304121547947921,1.3830251108442304,0.005414029637817257,0.1883486857168307,-0.7275511337045936,-0.20729425193692047,Alluvial,6.9,0.52,296.0,25.3,373.0,38.3,0.54,Cotton,4,canal,Desi,174.1,3,Cotton,0.6571428571428573,0.8545454545454545,0.6935483870967744,0.0,4,3,0,0,468.3,0.098,Low,normal,1.173,1920.0,0.839,0.9,0.6,0.4,400.0,0.081,0,0,1,0,0,False,False,False,False,False,False,False,True,False,False
Wardha,Nagpur,Kharif,2010,0.10516302559210183,1.1326823708471552,-1.5581696066057182,-0.07248428292958499,0.005414029637817257,-0.1906816728680031,-0.02252552185424372,-0.20729425193692047,Alluvial,7.0,0.61,242.5,36.2,357.9,26.2,0.57,Rice,3,rainfed,Hybrid,219.1,2,Soybean,0.3714285714285715,0.6181818181818182,0.6451612903225807,0.0,0,6,0,1,1767.5,0.231,Low,normal,0.599,1914.0,2.545,1.0,0.4,0.0,2500.0,-0.049,4,3,3,5,0,False,False,False,False,False,False,False,True,False,False
Chandrapur,Nagpur,Kharif,2010,0.2538372763758903,0.2783900645758628,-0.40835254030738566,-0.6869001335800069,-0.8164356693828286,0.19124204723274546,0.6825000899961061,-0.20729425193692047,Alluvial,7.0,0.87,235.6,29.9,269.0,28.3,0.49,Soybean,5,drip,Desi,213.7,1,Grapes,0.4857142857142858,0.5818181818181818,0.5483870967741936,0.2,10,6,0,1,1360.3,0.525,High,normal,1.827,1938.0,2.879,1.0,1.0,2.0,1200.0,-0.05,5,1,1,1,0,False,False,False,False,False,False,False,True,False,False
Chandrapur,Nagpur,Kharif,2010,0.3184346627954362,0.35267635207771286,-1.0045539820917058,0.29735826794736786,-0.26853587003573137,0.35616365363988683,0.21248301542920622,-0.20729425193692047,Deep Black Cotton,7.3,0.6,221.9,15.4,458.6,21.4,0.73,Cotton,-2,canal,HYV,128.8,7,Onion,0.5142857142857145,0.8727272727272728,0.7903225806451614,0.0,6,0,0,1,493.6,0.317,Medium,normal,1.239,1866.0,1.887,0.9,0.6,0.0,400.0,0.11,0,0,2,3,0,True,False,False,False,False,False,False,True,False,False
Chandrapur,Nagpur,Kharif,2010,0.07021455045602826,0.16696063332308383,-0.0676660021449163,-0.1261711048310781,-0.6794607195460542,-0.2803758798613607,-0.4925425964211436,-0.20729425193692047,Red Laterite,6.8,0.29,214.3,8.6,191.4,13.1,0.39,Rice,7,furrow,Hybrid,239.0,2,Rice,0.8857142857142857,0.8909090909090909,0.5967741935483872,0.0,7,0,0,0,2030.9,0.094,Low,normal,0.578,1968.0,2.265,0.8,0.65,0.0,2500.0,0.12,4,2,3,4,0,False,False,False,False,True,False,False,True,False,False
Gadchiroli,Nagpur,Kharif,2010,0.22562067964717522,0.8355372208397498,-0.9619681648213974,0.6493052115238236,-0.8164356693828286,0.1189080093348764,-1.4325767455549432,-0.20729425193692047,Alluvial,7.2,0.94,291.0,31.1,330.8,37.8,0.43,Soybean,6,canal,Desi,147.5,4,Sugarcane,0.42857142857142855,0.6363636363636365,0.6290322580645162,0.2,2,6,0,1,1367.1,0.391,Medium,normal,1.784,1950.0,1.632,1.0,0.6,0.4,1200.0,-0.026,5,0,1,6,0,False,False,False,False,False,False,False,True,False,False
Gadchiroli,Nagpur,Kharif,2010,0.4020818327932517,0.9841097958434525,-1.0045539820917058,-0.44829203624003716,-0.13156092019895704,0.573165767333494,-1.1975682082714934,-0.20729425193692047,Alluvial,7.2,0.62,251.9,18.7,251.9,20.7,0.55,Cotton,1,drip,Desi,252.4,2,Tur Dal,0.9428571428571428,1.0,0.6612903225806452,0.4,0,0,0,0,624.8,0.231,Low,normal,1.323,1968.0,2.92,1.0,1.0,0.0,400.0,0.174,0,1,1,7,0,False,False,False,False,False,False,False,True,False,False
Gadchiroli,Nagpur,Kharif,2010,0.4285796520562583,0.4269626395795655,-1.4729979720651014,-0.06651908049608565,-0.9534106192196029,0.6397130821995335,-2.137602357405293,-0.20729425193692047,Red Laterite,5.8,0.21,196.4,16.7,242.0,12.6,0.43,Rice,3,canal,BT,286.5,3,Sugarcane,0.8285714285714285,0.6363636363636365,0.40322580645161293,0.2,6,2,1,1,1819.0,0.501,High,normal,0.787,1812.0,2.29,0.8,0.6,0.4,2500.0,-0.026,4,0,0,6,0,False,False,False,False,True,False,False,True,False,False
Gondia,Nagpur,Kharif,2010,0.4211316163715214,1.0212529395943788,-0.19542345395584249,0.7507136528933109,-0.4055108198725057,0.6194595515881302,-0.02252552185424372,-0.20729425193692047,Red Laterite,5.6,0.46,217.4,9.0,208.8,24.0,0.42,Soybean,-6,drip,Desi,226.9,2,Jowar,0.31428571428571433,0.4727272727272729,0.5483870967741936,0.0,3,7,0,0,1216.3,0.129,Low,normal,2.087,2088.0,1.56,0.7,1.0,0.7,1200.0,-0.102,5,1,1,2,0,False,False,False,False,True,False,False,True,False,False
Gondia,Nagpur,Kharif,2010,0.24209229702688206,1.2812549458508578,-0.4509383575776941,-0.9612994455209722,-0.6794607195460542,0.16230843207359782,0.21248301542920622,-0.20729425193692047,Deep Black Cotton,8.3,0.66,201.1,32.3,477.2,23.9,0.96,Cotton,3,sprinkler,BT,107.5,1,Soybean,0.7428571428571429,0.9818181818181817,0.7580645161290324,0.0,3,6,1,1,515.6,0.429,Medium,normal,1.163,2094.0,3.659,0.8,0.85,0.6,400.0,0.178,0,4,0,5,0,True,False,False,False,False,False,False,True,False,False
Gondia,Nagpur,Kharif,2010,0.0819595298050365,0.7612509333378972,-1.0897256166323235,-0.9016474211859797,-0.26853587003573137,-0.2485489031862983,-0.02252552185424372,-0.20729425193692047,Red Laterite,5.8,0.25,145.6,13.0,227.8,13.0,0.18,Rice,-1,furrow,BT,297.1,1,Tur Dal,0.5142857142857145,0.7272727272727273,0.6612903225806452,0.2,5,1,0,0,1607.6,0.237,Low,normal,0.585,1920.0,3.327,0.8,0.65,0.167,2500.0,0.038,4,2,0,7,0,False,False,False,False,True,False,False,True,False,False
Bhandara,Nagpur,Kharif,2010,0.0155001344643064,0.7241077895869709,-1.047139799362015,1.0370433697012744,-0.26853587003573137,-0.4192572326252692,1.387525701846456,-0.20729425193692047,Red Laterite,6.5,0.58,121.6,15.3,195.3,22.5,0.32,Soybean,0,canal,Hybrid,159.5,4,Grapes,0.9428571428571428,0.9272727272727275,0.5967741935483872,0.2,5,7,0,1,1847.8,0.412,Medium,normal,1.458,1920.0,1.18,0.9,0.6,1.167,1200.0,0.161,5,0,3,1,0,False,False,False,False,True,False,False,True,False,False
Bhandara,Nagpur,Kharif,2010,0.037844241518517424,1.3183980896017842,-1.2600688857135582,1.120556203770264,0.14238897947459156,-0.361390002306974,-0.02252552185424372,-0.20729425193692047,Deep Black Cotton,8.3,0.72,197.5,28.5,344.1,24.4,1.09,Cotton,-4,drip,BT,212.1,1,Soybean,0.39999999999999997,0.6545454545454545,0.6612903225806452,0.0,2,7,0,0,452.2,0.068,Low,normal,0.959,1986.0,1.186,0.8,1.0,0.467,400.0,0.011,0,1,0,5,0,True,False,False,False,False,False,False,True,False,False
